,variable_name,variable,ground_truth,ground_truth_distribution_type,mean,std,temperature,variables_file,sysprompt_type,elicitation_protocol,model,convo_file_path,quartile_of_gt,ground_truth_percentile,approach,dataset,trial,a,b,difficulty,abs_error,ground_truth_log_prob,error_ratio,std_ratio
769,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in VA, the company is not public",double_15,110052.63157894736,normal,110999.9834414249,10071.257483728294,medium,~/openestimate/data/variables/glassdoor_variables.json,base,quantile,o4-mini,/Users/marzoev/openestimate/experiments/glassdoor/ablations/glassdoor/ablations/trial_2_results/EXPERTS-glassdoor_o4-mini_base_tempmedium_experts-VARIABLES-glassdoor_variables-PROTOCOL-quantile-TEMP-medium/elicited_priors.json,2,46.25287998725408,o4-mini_base_quantile_tempmedium,glassdoor,2,,,,947.3518624775315,-4.864981484539641,3.2475299813204783,2.6312565608164165
770,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $1 to $5 billion (USD) revenue, the company has 1001 to 5000 Employees",double_16,113263.15789473684,normal,110000.0,10000.0,1.0,~/openestimate/data/variables/glassdoor_variables.json,base,direct,gpt-4o,/Users/marzoev/openestimate/experiments/glassdoor/ablations/glassdoor/ablations/trial_2_results/EXPERTS-glassdoor_gpt-4o_base_temp1.0_experts-VARIABLES-glassdoor_variables-PROTOCOL-direct-TEMP-1.0/elicited_priors.json,3,62.79072783929851,gpt-4o_base_direct_temp1.0,glassdoor,2,,,,3263.15789473684,6.281786866809573,1.1358648832481035,1.2087281047964462
771,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $1 to $5 billion (USD) revenue, the company has 1001 to 5000 Employees",double_16,113263.15789473684,normal,110000.0,10000.0,0.5,~/openestimate/data/variables/glassdoor_variables.json,base,direct,gpt-4o,/Users/marzoev/openestimate/experiments/glassdoor/ablations/glassdoor/ablations/trial_2_results/EXPERTS-glassdoor_gpt-4o_base_temp0.5_experts-VARIABLES-glassdoor_variables-PROTOCOL-direct-TEMP-0.5/elicited_priors.json,3,62.79072783929851,gpt-4o_base_direct_temp0.5,glassdoor,2,,,,3263.15789473684,6.281786866809573,1.0102453676385925,1.098843731633133
772,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $1 to $5 billion (USD) revenue, the company has 1001 to 5000 Employees",double_16,113263.15789473684,normal,130000.0,10000.0,0.2,~/openestimate/data/variables/glassdoor_variables.json,base,direct,gpt-4o,/Users/marzoev/openestimate/experiments/glassdoor/ablations/glassdoor/ablations/trial_2_results/EXPERTS-glassdoor_gpt-4o_base_temp0.2_experts-VARIABLES-glassdoor_variables-PROTOCOL-direct-TEMP-0.2/elicited_priors.json,1,4.70963392681359,gpt-4o_base_direct_temp0.2,glassdoor,2,,,,16736.84210526316,-6.11916712722534,1.3487569044389587,1.098843731633133
773,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $1 to $5 billion (USD) revenue, the company has 1001 to 5000 Employees",double_16,113263.15789473684,normal,125000.0,10000.0,0.5,~/openestimate/data/variables/glassdoor_variables.json,superforecaster,direct,gpt-4o,/Users/marzoev/openestimate/experiments/glassdoor/ablations/glassdoor/ablations/trial_2_results/EXPERTS-glassdoor_gpt-4o_superforecaster_temp0.5_experts-VARIABLES-glassdoor_variables-PROTOCOL-direct-TEMP-0.5/elicited_priors.json,1,12.02607684719476,gpt-4o_superforecaster_direct_temp0.5,glassdoor,2,,,,11736.84210526316,0.43250876220129886,1.223137388829448,1.098843731633133
774,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $1 to $5 billion (USD) revenue, the company has 1001 to 5000 Employees",double_16,113263.15789473684,normal,120000.0,7500.0,0.5,~/openestimate/data/variables/glassdoor_variables.json,conservative,direct,gpt-4o,/Users/marzoev/openestimate/experiments/glassdoor/ablations/glassdoor/ablations/trial_2_results/EXPERTS-glassdoor_gpt-4o_conservative_temp0.5_experts-VARIABLES-glassdoor_variables-PROTOCOL-direct-TEMP-0.5/elicited_priors.json,1,18.452731006807355,gpt-4o_conservative_direct_temp0.5,glassdoor,2,,,,6736.84210526316,5.706551702147793,0.7590063364195708,1.0439015450514764
775,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $1 to $5 billion (USD) revenue, the company has 1001 to 5000 Employees",double_16,113263.15789473684,normal,140000.0,10000.0,low,~/openestimate/data/variables/glassdoor_variables.json,base,direct,o4-mini,/Users/marzoev/openestimate/experiments/glassdoor/ablations/glassdoor/ablations/trial_2_results/EXPERTS-glassdoor_o4-mini_base_templow_experts-VARIABLES-glassdoor_variables-PROTOCOL-direct-TEMP-low/elicited_priors.json,1,0.375115301168177,o4-mini_base_direct_templow,glassdoor,2,,,,26736.84210526316,-26.125393687914464,2.2280935137055344,1.098843731633133
776,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $1 to $5 billion (USD) revenue, the company has 1001 to 5000 Employees",double_16,113263.15789473684,normal,135000.0,15000.0,medium,~/openestimate/data/variables/glassdoor_variables.json,superforecaster,direct,o4-mini,/Users/marzoev/openestimate/experiments/glassdoor/ablations/glassdoor/ablations/trial_2_results/EXPERTS-glassdoor_o4-mini_superforecaster_tempmedium_experts-VARIABLES-glassdoor_variables-PROTOCOL-direct-TEMP-medium/elicited_priors.json,1,7.365164492465029,o4-mini_superforecaster_direct_tempmedium,glassdoor,2,,,,21736.84210526316,-6.623851440390016,2.9818106073625996,1.6482655974496994
777,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $1 to $5 billion (USD) revenue, the company has 1001 to 5000 Employees",double_16,113263.15789473684,normal,140000.0,15000.0,medium,~/openestimate/data/variables/glassdoor_variables.json,base,direct,o4-mini,/Users/marzoev/openestimate/experiments/glassdoor/ablations/glassdoor/ablations/trial_2_results/EXPERTS-glassdoor_o4-mini_base_tempmedium_experts-VARIABLES-glassdoor_variables-PROTOCOL-direct-TEMP-medium/elicited_priors.json,1,3.7337438744268003,o4-mini_base_direct_tempmedium,glassdoor,2,,,,26736.84210526316,-11.581003622901362,2.604952060534067,1.9779187169396393
778,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $1 to $5 billion (USD) revenue, the company has 1001 to 5000 Employees",double_16,113263.15789473684,normal,130000.0,10000.0,medium,~/openestimate/data/variables/glassdoor_variables.json,conservative,direct,o4-mini,/Users/marzoev/openestimate/experiments/glassdoor/ablations/glassdoor/ablations/trial_2_results/EXPERTS-glassdoor_o4-mini_conservative_tempmedium_experts-VARIABLES-glassdoor_variables-PROTOCOL-direct-TEMP-medium/elicited_priors.json,1,4.70963392681359,o4-mini_conservative_direct_tempmedium,glassdoor,2,,,,16736.84210526316,-6.11916712722534,2.102473998096024,1.6482655974496994
779,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $1 to $5 billion (USD) revenue, the company has 1001 to 5000 Employees",double_16,113263.15789473684,normal,130000.0,10000.0,high,~/openestimate/data/variables/glassdoor_variables.json,base,direct,o4-mini,/Users/marzoev/openestimate/experiments/glassdoor/ablations/glassdoor/ablations/trial_2_results/EXPERTS-glassdoor_o4-mini_base_temphigh_experts-VARIABLES-glassdoor_variables-PROTOCOL-direct-TEMP-high/elicited_priors.json,1,4.70963392681359,o4-mini_base_direct_temphigh,glassdoor,2,,,,16736.84210526316,-6.11916712722534,2.479332544924556,1.6482655974496994
780,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $1 to $5 billion (USD) revenue, the company has 1001 to 5000 Employees",double_16,113263.15789473684,normal,130000.0,10000.0,0.5,~/openestimate/data/variables/glassdoor_variables.json,base,mean-variance,gpt-4o,/Users/marzoev/openestimate/experiments/glassdoor/ablations/glassdoor/ablations/trial_2_results/EXPERTS-glassdoor_gpt-4o_base_temp0.5_experts-VARIABLES-glassdoor_variables-PROTOCOL-mean-variance-TEMP-0.5/elicited_priors.json,1,4.70963392681359,gpt-4o_base_mean-variance_temp0.5,glassdoor,2,,,,16736.84210526316,-6.11916712722534,1.7256154512674913,1.098843731633133
781,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $1 to $5 billion (USD) revenue, the company has 1001 to 5000 Employees",double_16,113263.15789473684,normal,150000.0,10000.0,medium,~/openestimate/data/variables/glassdoor_variables.json,base,mean-variance,o4-mini,/Users/marzoev/openestimate/experiments/glassdoor/ablations/glassdoor/ablations/trial_2_results/EXPERTS-glassdoor_o4-mini_base_tempmedium_experts-VARIABLES-glassdoor_variables-PROTOCOL-mean-variance-TEMP-medium/elicited_priors.json,1,0.011953908805772755,o4-mini_base_mean-variance_tempmedium,glassdoor,2,,,,36736.84210526316,-55.335453291051394,2.0905732018803858,0.835121236041181
782,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $1 to $5 billion (USD) revenue, the company has 1001 to 5000 Employees",double_16,113263.15789473684,normal,130000.03929104396,18160.247463381063,0.5,~/openestimate/data/variables/glassdoor_variables.json,base,quantile,gpt-4o,/Users/marzoev/openestimate/experiments/glassdoor/ablations/glassdoor/ablations/trial_2_results/EXPERTS-glassdoor_gpt-4o_base_temp0.5_experts-VARIABLES-glassdoor_variables-PROTOCOL-quantile-TEMP-0.5/elicited_priors.json,1,17.83629209548051,gpt-4o_base_quantile_temp0.5,glassdoor,2,,,,16736.881396307115,-2.6284655667148855,2.001983866512548,1.9267111584867873
783,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $1 to $5 billion (USD) revenue, the company has 1001 to 5000 Employees",double_16,113263.15789473684,normal,145000.04798758958,5960.06827831535,medium,~/openestimate/data/variables/glassdoor_variables.json,base,quantile,o4-mini,/Users/marzoev/openestimate/experiments/glassdoor/ablations/glassdoor/ablations/trial_2_results/EXPERTS-glassdoor_o4-mini_base_tempmedium_experts-VARIABLES-glassdoor_variables-PROTOCOL-quantile-TEMP-medium/elicited_priors.json,1,5.049858534688166e-06,o4-mini_base_quantile_tempmedium,glassdoor,2,,,,31736.890092852744,-118.9515048614717,2.265780034622897,0.9165619782150412
784,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is not public, the company is in the Aerospace & Defense sector",double_17,114908.16326530612,normal,105000.0,10000.0,1.0,~/openestimate/data/variables/glassdoor_variables.json,base,direct,gpt-4o,/Users/marzoev/openestimate/experiments/glassdoor/ablations/glassdoor/ablations/trial_2_results/EXPERTS-glassdoor_gpt-4o_base_temp1.0_experts-VARIABLES-glassdoor_variables-PROTOCOL-direct-TEMP-1.0/elicited_priors.json,4,83.91123622007821,gpt-4o_base_direct_temp1.0,glassdoor,2,,,,9908.163265306124,-5.110458731276295,2.613490929986534,2.6341679981764163
785,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is not public, the company is in the Aerospace & Defense sector",double_17,114908.16326530612,normal,110000.0,15000.0,0.5,~/openestimate/data/variables/glassdoor_variables.json,base,direct,gpt-4o,/Users/marzoev/openestimate/experiments/glassdoor/ablations/glassdoor/ablations/trial_2_results/EXPERTS-glassdoor_gpt-4o_base_temp0.5_experts-VARIABLES-glassdoor_variables-PROTOCOL-direct-TEMP-0.5/elicited_priors.json,3,62.82458054501488,gpt-4o_base_direct_temp0.5,glassdoor,2,,,,4908.163265306124,-4.7951323559106624,1.3007542733554986,2.069703427138613
786,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is not public, the company is in the Aerospace & Defense sector",double_17,114908.16326530612,normal,110000.0,10000.0,0.2,~/openestimate/data/variables/glassdoor_variables.json,base,direct,gpt-4o,/Users/marzoev/openestimate/experiments/glassdoor/ablations/glassdoor/ablations/trial_2_results/EXPERTS-glassdoor_gpt-4o_base_temp0.2_experts-VARIABLES-glassdoor_variables-PROTOCOL-direct-TEMP-0.2/elicited_priors.json,3,68.8221819217853,gpt-4o_base_direct_temp0.2,glassdoor,2,,,,4908.163265306124,-1.4444259403435609,1.7516469180942178,2.257858284151214
787,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is not public, the company is in the Aerospace & Defense sector",double_17,114908.16326530612,normal,110000.0,10000.0,0.5,~/openestimate/data/variables/glassdoor_variables.json,superforecaster,direct,gpt-4o,/Users/marzoev/openestimate/experiments/glassdoor/ablations/glassdoor/ablations/trial_2_results/EXPERTS-glassdoor_gpt-4o_superforecaster_temp0.5_experts-VARIABLES-glassdoor_variables-PROTOCOL-direct-TEMP-0.5/elicited_priors.json,3,68.8221819217853,gpt-4o_superforecaster_direct_temp0.5,glassdoor,2,,,,4908.163265306124,-1.4444259403435609,1.308742528872523,2.069703427138613
788,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is not public, the company is in the Aerospace & Defense sector",double_17,114908.16326530612,normal,110000.0,10000.0,0.5,~/openestimate/data/variables/glassdoor_variables.json,conservative,direct,gpt-4o,/Users/marzoev/openestimate/experiments/glassdoor/ablations/glassdoor/ablations/trial_2_results/EXPERTS-glassdoor_gpt-4o_conservative_temp0.5_experts-VARIABLES-glassdoor_variables-PROTOCOL-direct-TEMP-0.5/elicited_priors.json,3,68.8221819217853,gpt-4o_conservative_direct_temp0.5,glassdoor,2,,,,4908.163265306124,-1.4444259403435609,1.7436586625771933,2.446013141163815
789,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is not public, the company is in the Aerospace & Defense sector",double_17,114908.16326530612,normal,130000.0,10000.0,low,~/openestimate/data/variables/glassdoor_variables.json,base,direct,o4-mini,/Users/marzoev/openestimate/experiments/glassdoor/ablations/glassdoor/ablations/trial_2_results/EXPERTS-glassdoor_o4-mini_base_templow_experts-VARIABLES-glassdoor_variables-PROTOCOL-direct-TEMP-low/elicited_priors.json,1,6.562592564113309,o4-mini_base_direct_templow,glassdoor,2,,,,15091.836734693876,-11.523491299436841,1.759635173611242,2.6341679981764163
790,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is not public, the company is in the Aerospace & Defense sector",double_17,114908.16326530612,normal,130000.0,15000.0,medium,~/openestimate/data/variables/glassdoor_variables.json,superforecaster,direct,o4-mini,/Users/marzoev/openestimate/experiments/glassdoor/ablations/glassdoor/ablations/trial_2_results/EXPERTS-glassdoor_o4-mini_superforecaster_tempmedium_experts-VARIABLES-glassdoor_variables-PROTOCOL-direct-TEMP-medium/elicited_priors.json,1,15.717833554921206,o4-mini_superforecaster_direct_tempmedium,glassdoor,2,,,,15091.836734693876,-9.274716959952139,1.759635173611242,2.8223228551890176
791,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is not public, the company is in the Aerospace & Defense sector",double_17,114908.16326530612,normal,105000.0,10000.0,medium,~/openestimate/data/variables/glassdoor_variables.json,base,direct,o4-mini,/Users/marzoev/openestimate/experiments/glassdoor/ablations/glassdoor/ablations/trial_2_results/EXPERTS-glassdoor_o4-mini_base_tempmedium_experts-VARIABLES-glassdoor_variables-PROTOCOL-direct-TEMP-medium/elicited_priors.json,4,83.91123622007821,o4-mini_base_direct_tempmedium,glassdoor,2,,,,9908.163265306124,-5.110458731276295,1.3167307843895475,2.257858284151214
792,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is not public, the company is in the Aerospace & Defense sector",double_17,114908.16326530612,normal,120000.0,10000.0,medium,~/openestimate/data/variables/glassdoor_variables.json,conservative,direct,o4-mini,/Users/marzoev/openestimate/experiments/glassdoor/ablations/glassdoor/ablations/trial_2_results/EXPERTS-glassdoor_o4-mini_conservative_tempmedium_experts-VARIABLES-glassdoor_variables-PROTOCOL-direct-TEMP-medium/elicited_priors.json,2,30.531174295277992,o4-mini_conservative_direct_tempmedium,glassdoor,2,,,,5091.836734693876,-1.5353193153253575,1.969104984946553,2.8223228551890176
793,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is not public, the company is in the Aerospace & Defense sector",double_17,114908.16326530612,normal,115000.0,10000.0,high,~/openestimate/data/variables/glassdoor_variables.json,base,direct,o4-mini,/Users/marzoev/openestimate/experiments/glassdoor/ablations/glassdoor/ablations/trial_2_results/EXPERTS-glassdoor_o4-mini_base_temphigh_experts-VARIABLES-glassdoor_variables-PROTOCOL-direct-TEMP-high/elicited_priors.json,2,49.633629586311415,o4-mini_base_direct_temphigh,glassdoor,2,,,,91.83673469387577,-0.2527128016932482,0.44689851698020683,2.6341679981764163
794,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is not public, the company is in the Aerospace & Defense sector",double_17,114908.16326530612,normal,115000.0,10000.0,0.5,~/openestimate/data/variables/glassdoor_variables.json,base,mean-variance,gpt-4o,/Users/marzoev/openestimate/experiments/glassdoor/ablations/glassdoor/ablations/trial_2_results/EXPERTS-glassdoor_gpt-4o_base_temp0.5_experts-VARIABLES-glassdoor_variables-PROTOCOL-mean-variance-TEMP-0.5/elicited_priors.json,2,49.633629586311415,gpt-4o_base_mean-variance_temp0.5,glassdoor,2,,,,91.83673469387577,-0.2527128016932482,0.8738263951678527,2.257858284151214
795,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is not public, the company is in the Aerospace & Defense sector",double_17,114908.16326530612,normal,130000.0,10000.0,medium,~/openestimate/data/variables/glassdoor_variables.json,base,mean-variance,o4-mini,/Users/marzoev/openestimate/experiments/glassdoor/ablations/glassdoor/ablations/trial_2_results/EXPERTS-glassdoor_o4-mini_base_tempmedium_experts-VARIABLES-glassdoor_variables-PROTOCOL-mean-variance-TEMP-medium/elicited_priors.json,1,6.562592564113309,o4-mini_base_mean-variance_tempmedium,glassdoor,2,,,,15091.836734693876,-11.523491299436841,2.317037891910289,1.768655655918451
796,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is not public, the company is in the Aerospace & Defense sector",double_17,114908.16326530612,normal,120996.29948187697,17169.218598820746,0.5,~/openestimate/data/variables/glassdoor_variables.json,base,quantile,gpt-4o,/Users/marzoev/openestimate/experiments/glassdoor/ablations/glassdoor/ablations/trial_2_results/EXPERTS-glassdoor_gpt-4o_base_temp0.5_experts-VARIABLES-glassdoor_variables-PROTOCOL-quantile-TEMP-0.5/elicited_priors.json,2,36.14461370836086,gpt-4o_base_quantile_temp0.5,glassdoor,2,,,,6088.1362165708415,-6.224335441204436,1.2649823609410675,2.8189877206377925
797,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is not public, the company is in the Aerospace & Defense sector",double_17,114908.16326530612,normal,124999.6055062267,15602.82290222951,medium,~/openestimate/data/variables/glassdoor_variables.json,base,quantile,o4-mini,/Users/marzoev/openestimate/experiments/glassdoor/ablations/glassdoor/ablations/trial_2_results/EXPERTS-glassdoor_o4-mini_base_tempmedium_experts-VARIABLES-glassdoor_variables-PROTOCOL-quantile-TEMP-medium/elicited_priors.json,2,25.88903128055875,o4-mini_base_quantile_tempmedium,glassdoor,2,,,,10091.442240920573,-6.7253399366983135,1.9255872737105106,2.0615132471819746
798,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in the Information Technology sector, the company has 10000+ Employees",double_18,138943.62637362638,normal,130000.0,15000.0,1.0,~/openestimate/data/variables/glassdoor_variables.json,base,direct,gpt-4o,/Users/marzoev/openestimate/experiments/glassdoor/ablations/glassdoor/ablations/trial_2_results/EXPERTS-glassdoor_gpt-4o_base_temp1.0_experts-VARIABLES-glassdoor_variables-PROTOCOL-direct-TEMP-1.0/elicited_priors.json,3,72.44931335462384,gpt-4o_base_direct_temp1.0,glassdoor,2,,,,8943.626373626379,2.531005453047806,0.9049038187444621,1.0665053382243008
799,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in the Information Technology sector, the company has 10000+ Employees",double_18,138943.62637362638,normal,130000.0,10000.0,0.5,~/openestimate/data/variables/glassdoor_variables.json,base,direct,gpt-4o,/Users/marzoev/openestimate/experiments/glassdoor/ablations/glassdoor/ablations/trial_2_results/EXPERTS-glassdoor_gpt-4o_base_temp0.5_experts-VARIABLES-glassdoor_variables-PROTOCOL-direct-TEMP-0.5/elicited_priors.json,4,81.44360518706588,gpt-4o_base_direct_temp0.5,glassdoor,2,,,,8943.626373626379,4.198555762885421,0.9229004216517672,0.7355209229133108
800,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in the Information Technology sector, the company has 10000+ Employees",double_18,138943.62637362638,normal,130000.0,10000.0,0.2,~/openestimate/data/variables/glassdoor_variables.json,base,direct,gpt-4o,/Users/marzoev/openestimate/experiments/glassdoor/ablations/glassdoor/ablations/trial_2_results/EXPERTS-glassdoor_gpt-4o_base_temp0.2_experts-VARIABLES-glassdoor_variables-PROTOCOL-direct-TEMP-0.2/elicited_priors.json,4,81.44360518706588,gpt-4o_base_direct_temp0.2,glassdoor,2,,,,8943.626373626379,4.198555762885421,1.1552629166240604,0.7355209229133108
801,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in the Information Technology sector, the company has 10000+ Employees",double_18,138943.62637362638,normal,140000.0,10000.0,0.5,~/openestimate/data/variables/glassdoor_variables.json,superforecaster,direct,gpt-4o,/Users/marzoev/openestimate/experiments/glassdoor/ablations/glassdoor/ablations/trial_2_results/EXPERTS-glassdoor_gpt-4o_superforecaster_temp0.5_experts-VARIABLES-glassdoor_variables-PROTOCOL-direct-TEMP-0.5/elicited_priors.json,2,45.793503974685635,gpt-4o_superforecaster_direct_temp0.5,glassdoor,2,,,,1056.373626373621,7.7867138618603455,0.8378148935477363,0.7355209229133108
802,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in the Information Technology sector, the company has 10000+ Employees",double_18,138943.62637362638,normal,140000.0,10000.0,0.5,~/openestimate/data/variables/glassdoor_variables.json,conservative,direct,gpt-4o,/Users/marzoev/openestimate/experiments/glassdoor/ablations/glassdoor/ablations/trial_2_results/EXPERTS-glassdoor_gpt-4o_conservative_temp0.5_experts-VARIABLES-glassdoor_variables-PROTOCOL-direct-TEMP-0.5/elicited_priors.json,2,45.793503974685635,gpt-4o_conservative_direct_temp0.5,glassdoor,2,,,,1056.373626373621,7.7867138618603455,0.4892711510892966,0.7355209229133108
803,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in the Information Technology sector, the company has 10000+ Employees",double_18,138943.62637362638,normal,140000.0,20000.0,low,~/openestimate/data/variables/glassdoor_variables.json,base,direct,o4-mini,/Users/marzoev/openestimate/experiments/glassdoor/ablations/glassdoor/ablations/trial_2_results/EXPERTS-glassdoor_o4-mini_base_templow_experts-VARIABLES-glassdoor_variables-PROTOCOL-direct-TEMP-low/elicited_priors.json,2,47.893818836826426,o4-mini_base_direct_templow,glassdoor,2,,,,1056.373626373621,1.518102183643258,1.0210850662306086,1.1768334766612973
804,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in the Information Technology sector, the company has 10000+ Employees",double_18,138943.62637362638,normal,150000.0,15000.0,medium,~/openestimate/data/variables/glassdoor_variables.json,superforecaster,direct,o4-mini,/Users/marzoev/openestimate/experiments/glassdoor/ablations/glassdoor/ablations/trial_2_results/EXPERTS-glassdoor_o4-mini_superforecaster_tempmedium_experts-VARIABLES-glassdoor_variables-PROTOCOL-direct-TEMP-medium/elicited_priors.json,1,23.053333109982255,o4-mini_superforecaster_direct_tempmedium,glassdoor,2,,,,11056.373626373621,1.6766455937253002,1.0701773885200294,1.1768334766612973
805,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in the Information Technology sector, the company has 10000+ Employees",double_18,138943.62637362638,normal,140000.0,20000.0,medium,~/openestimate/data/variables/glassdoor_variables.json,base,direct,o4-mini,/Users/marzoev/openestimate/experiments/glassdoor/ablations/glassdoor/ablations/trial_2_results/EXPERTS-glassdoor_o4-mini_base_tempmedium_experts-VARIABLES-glassdoor_variables-PROTOCOL-direct-TEMP-medium/elicited_priors.json,2,47.893818836826426,o4-mini_base_direct_tempmedium,glassdoor,2,,,,1056.373626373621,1.518102183643258,0.6545447208648639,1.1768334766612973
806,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in the Information Technology sector, the company has 10000+ Employees",double_18,138943.62637362638,normal,145000.0,20000.0,medium,~/openestimate/data/variables/glassdoor_variables.json,conservative,direct,o4-mini,/Users/marzoev/openestimate/experiments/glassdoor/ablations/glassdoor/ablations/trial_2_results/EXPERTS-glassdoor_o4-mini_conservative_tempmedium_experts-VARIABLES-glassdoor_variables-PROTOCOL-direct-TEMP-medium/elicited_priors.json,2,38.10140229118233,o4-mini_conservative_direct_tempmedium,glassdoor,2,,,,6056.373626373621,1.113625769631492,1.1192697108094503,1.2503855689526284
807,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in the Information Technology sector, the company has 10000+ Employees",double_18,138943.62637362638,normal,130000.0,12500.0,high,~/openestimate/data/variables/glassdoor_variables.json,base,direct,o4-mini,/Users/marzoev/openestimate/experiments/glassdoor/ablations/glassdoor/ablations/trial_2_results/EXPERTS-glassdoor_o4-mini_base_temphigh_experts-VARIABLES-glassdoor_variables-PROTOCOL-direct-TEMP-high/elicited_priors.json,4,76.28468750306132,o4-mini_base_direct_temphigh,glassdoor,2,,,,8943.626373626379,3.4782690825178455,0.7216336460615898,1.140057430515632
808,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in the Information Technology sector, the company has 10000+ Employees",double_18,138943.62637362638,normal,150000.0,10000.0,0.5,~/openestimate/data/variables/glassdoor_variables.json,base,mean-variance,gpt-4o,/Users/marzoev/openestimate/experiments/glassdoor/ablations/glassdoor/ablations/trial_2_results/EXPERTS-glassdoor_gpt-4o_base_temp0.5_experts-VARIABLES-glassdoor_variables-PROTOCOL-mean-variance-TEMP-0.5/elicited_priors.json,1,13.444175566019567,gpt-4o_base_mean-variance_temp0.5,glassdoor,2,,,,11056.373626373621,2.276246079409759,1.3696288086890482,0.7355209229133108
809,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in the Information Technology sector, the company has 10000+ Employees",double_18,138943.62637362638,normal,145000.0,12000.0,medium,~/openestimate/data/variables/glassdoor_variables.json,base,mean-variance,o4-mini,/Users/marzoev/openestimate/experiments/glassdoor/ablations/glassdoor/ablations/trial_2_results/EXPERTS-glassdoor_o4-mini_base_tempmedium_experts-VARIABLES-glassdoor_variables-PROTOCOL-mean-variance-TEMP-medium/elicited_priors.json,2,30.68855524757951,o4-mini_base_mean-variance_tempmedium,glassdoor,2,,,,6056.373626373621,5.019804749888154,1.2845432805850174,0.7943625967463757
810,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in the Information Technology sector, the company has 10000+ Employees",double_18,138943.62637362638,normal,132999.8668059557,19151.93785628257,0.5,~/openestimate/data/variables/glassdoor_variables.json,base,quantile,gpt-4o,/Users/marzoev/openestimate/experiments/glassdoor/ablations/glassdoor/ablations/trial_2_results/EXPERTS-glassdoor_gpt-4o_base_temp0.5_experts-VARIABLES-glassdoor_variables-PROTOCOL-quantile-TEMP-0.5/elicited_priors.json,3,62.185171351097864,gpt-4o_base_quantile_temp0.5,glassdoor,2,,,,5943.75956767067,1.4868523472099926,0.646683099286283,1.4086544487205868
