approach,variable,variable_name,fitted_distribution_type,ground_truth,mean,median,mode
statistical_baseline_n20,single_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has 201 to 500 Employees",gaussian,112262.5,108521.80190259404,108521.80190259404,108521.80190259404
statistical_baseline_n20,single_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has 201 to 500 Employees",gaussian,112262.5,118380.68706502434,118380.68706502434,118380.68706502434
statistical_baseline_n20,single_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has 201 to 500 Employees",gaussian,112262.5,115372.00921006582,115372.00921006582,115372.00921006582
statistical_baseline_n20,single_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has 201 to 500 Employees",gaussian,112262.5,113467.40972424751,113467.40972424751,113467.40972424751
statistical_baseline_n20,single_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has 201 to 500 Employees",gaussian,112262.5,113084.26835546503,113084.26835546503,113084.26835546503
statistical_baseline_n20,single_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has 201 to 500 Employees",gaussian,112262.5,109803.57050438305,109803.57050438305,109803.57050438305
statistical_baseline_n20,single_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has 201 to 500 Employees",gaussian,112262.5,113758.67475438576,113758.67475438576,113758.67475438576
statistical_baseline_n20,single_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has 201 to 500 Employees",gaussian,112262.5,110489.49457165388,110489.49457165388,110489.49457165388
statistical_baseline_n30,single_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has 201 to 500 Employees",gaussian,112262.5,114294.81375040303,114294.81375040303,114294.81375040303
statistical_baseline_n30,single_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has 201 to 500 Employees",gaussian,112262.5,112593.14751145824,112593.14751145824,112593.14751145824
statistical_baseline_n30,single_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has 201 to 500 Employees",gaussian,112262.5,111444.79148857201,111444.79148857201,111444.79148857201
statistical_baseline_n30,single_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has 201 to 500 Employees",gaussian,112262.5,112648.02289951703,112648.02289951703,112648.02289951703
statistical_baseline_n30,single_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has 201 to 500 Employees",gaussian,112262.5,112041.24432657244,112041.24432657244,112041.24432657244
statistical_baseline_n30,single_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has 201 to 500 Employees",gaussian,112262.5,111491.5267203181,111491.5267203181,111491.5267203181
statistical_baseline_n30,single_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has 201 to 500 Employees",gaussian,112262.5,112316.35925522218,112316.35925522218,112316.35925522218
statistical_baseline_n30,single_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has 201 to 500 Employees",gaussian,112262.5,112926.88545265576,112926.88545265576,112926.88545265576
statistical_baseline_n30,single_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has 201 to 500 Employees",gaussian,112262.5,113688.2234767377,113688.2234767377,113688.2234767377
statistical_baseline_n30,single_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has 201 to 500 Employees",gaussian,112262.5,110431.84514623725,110431.84514623725,110431.84514623725
statistical_baseline_n30,single_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has 201 to 500 Employees",gaussian,112262.5,111382.12186080504,111382.12186080504,111382.12186080504
statistical_baseline_n30,single_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has 201 to 500 Employees",gaussian,112262.5,113208.91304341368,113208.91304341368,113208.91304341368
statistical_baseline_n30,single_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has 201 to 500 Employees",gaussian,112262.5,112842.72281560165,112842.72281560165,112842.72281560165
statistical_baseline_n30,single_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has 201 to 500 Employees",gaussian,112262.5,113454.30787199852,113454.30787199852,113454.30787199852
statistical_baseline_n30,single_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has 201 to 500 Employees",gaussian,112262.5,111963.41278371424,111963.41278371424,111963.41278371424
statistical_baseline_n30,single_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has 201 to 500 Employees",gaussian,112262.5,110987.05584935666,110987.05584935666,110987.05584935666
statistical_baseline_n30,single_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has 201 to 500 Employees",gaussian,112262.5,112062.56001603196,112062.56001603196,112062.56001603196
statistical_baseline_n30,single_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has 201 to 500 Employees",gaussian,112262.5,111045.14937486635,111045.14937486635,111045.14937486635
statistical_baseline_n30,single_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has 201 to 500 Employees",gaussian,112262.5,109623.30861804697,109623.30861804697,109623.30861804697
statistical_baseline_n30,single_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has 201 to 500 Employees",gaussian,112262.5,114193.62250456195,114193.62250456195,114193.62250456195
statistical_baseline_n30,single_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has 201 to 500 Employees",gaussian,112262.5,112979.38568712417,112979.38568712417,112979.38568712417
statistical_baseline_n30,single_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has 201 to 500 Employees",gaussian,112262.5,111698.66770827961,111698.66770827961,111698.66770827961
statistical_baseline_n30,single_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has 201 to 500 Employees",gaussian,112262.5,109468.97770803951,109468.97770803951,109468.97770803951
statistical_baseline_n30,single_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has 201 to 500 Employees",gaussian,112262.5,113826.69308017429,113826.69308017429,113826.69308017429
statistical_baseline_n30,single_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has 201 to 500 Employees",gaussian,112262.5,114239.72948795986,114239.72948795986,114239.72948795986
statistical_baseline_nALL,single_4,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has 201 to 500 Employees",gaussian,112262.5,112207.80593237109,112207.80593237109,112207.80593237109
statistical_baseline_n5,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,100701.91666583053,100701.91666583053,100701.91666583053
statistical_baseline_n5,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,120242.16239723284,120242.16239723284,120242.16239723284
statistical_baseline_n5,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,140632.53217496065,140632.53217496065,140632.53217496065
statistical_baseline_n5,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,102272.58242353555,102272.58242353555,102272.58242353555
statistical_baseline_n5,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,88793.48693150119,88793.48693150119,88793.48693150119
statistical_baseline_n5,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,99792.20138489745,99792.20138489745,99792.20138489745
statistical_baseline_n5,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,129944.70824292056,129944.70824292056,129944.70824292056
statistical_baseline_n5,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,98680.08396196942,98680.08396196942,98680.08396196942
statistical_baseline_n5,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,119388.36942269593,119388.36942269593,119388.36942269593
statistical_baseline_n5,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,114975.36185411895,114975.36185411895,114975.36185411895
statistical_baseline_n5,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,112083.88739620731,112083.88739620731,112083.88739620731
statistical_baseline_n5,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,97462.31477857733,97462.31477857733,97462.31477857733
statistical_baseline_n5,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,119841.77984120382,119841.77984120382,119841.77984120382
statistical_baseline_n5,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,118778.81175413023,118778.81175413023,118778.81175413023
statistical_baseline_n5,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,115047.02243134912,115047.02243134912,115047.02243134912
statistical_baseline_n5,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,121855.53721884738,121855.53721884738,121855.53721884738
statistical_baseline_n5,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,131142.3786893437,131142.3786893437,131142.3786893437
statistical_baseline_n5,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,91571.80295009635,91571.80295009635,91571.80295009635
statistical_baseline_n5,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,129957.41109984813,129957.41109984813,129957.41109984813
statistical_baseline_n5,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,125325.05001643235,125325.05001643235,125325.05001643235
statistical_baseline_n5,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,120597.03911864021,120597.03911864021,120597.03911864021
statistical_baseline_n5,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,95414.4380009757,95414.4380009757,95414.4380009757
statistical_baseline_n5,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,111842.70331058372,111842.70331058372,111842.70331058372
statistical_baseline_n5,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,135127.8053062789,135127.8053062789,135127.8053062789
statistical_baseline_n5,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,101005.23261366857,101005.23261366857,101005.23261366857
statistical_baseline_n10,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,121000.36499074775,121000.36499074775,121000.36499074775
statistical_baseline_n10,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,119206.98044810099,119206.98044810099,119206.98044810099
statistical_baseline_n10,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,123014.56215847906,123014.56215847906,123014.56215847906
statistical_baseline_n10,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,111273.31110391408,111273.31110391408,111273.31110391408
statistical_baseline_n10,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,131787.33289333136,131787.33289333136,131787.33289333136
statistical_baseline_n10,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,114379.99882982,114379.99882982,114379.99882982
statistical_baseline_n10,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,110109.40866876996,110109.40866876996,110109.40866876996
statistical_baseline_n10,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,134063.35363523077,134063.35363523077,134063.35363523077
statistical_baseline_n10,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,110154.427110338,110154.427110338,110154.427110338
statistical_baseline_n10,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,107470.56185052617,107470.56185052617,107470.56185052617
statistical_baseline_n10,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,102089.939739991,102089.939739991,102089.939739991
statistical_baseline_n10,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,115356.09098083107,115356.09098083107,115356.09098083107
statistical_baseline_n10,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,108197.9928747126,108197.9928747126,108197.9928747126
statistical_baseline_n10,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,118115.82676073199,118115.82676073199,118115.82676073199
statistical_baseline_n10,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,112452.19066773457,112452.19066773457,112452.19066773457
statistical_baseline_n10,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,105573.47180904182,105573.47180904182,105573.47180904182
statistical_baseline_n10,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,121592.48265187013,121592.48265187013,121592.48265187013
statistical_baseline_n10,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,116415.02929950041,116415.02929950041,116415.02929950041
statistical_baseline_n10,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,121896.4855144478,121896.4855144478,121896.4855144478
statistical_baseline_n10,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,113370.98662035483,113370.98662035483,113370.98662035483
statistical_baseline_n10,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,115724.98913992259,115724.98913992259,115724.98913992259
statistical_baseline_n10,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,120012.66604522972,120012.66604522972,120012.66604522972
statistical_baseline_n10,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,104107.23158677823,104107.23158677823,104107.23158677823
statistical_baseline_n10,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,99130.28778621218,99130.28778621218,99130.28778621218
statistical_baseline_n10,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,135326.89177328494,135326.89177328494,135326.89177328494
statistical_baseline_n20,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,109242.19591341431,109242.19591341431,109242.19591341431
statistical_baseline_n20,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,121984.68450177333,121984.68450177333,121984.68450177333
statistical_baseline_n20,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,118704.68235539625,118704.68235539625,118704.68235539625
statistical_baseline_n20,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,108997.32447806519,108997.32447806519,108997.32447806519
statistical_baseline_n20,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,113200.9432436193,113200.9432436193,113200.9432436193
statistical_baseline_n20,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,119981.41865948103,119981.41865948103,119981.41865948103
statistical_baseline_n20,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,111244.49128856018,111244.49128856018,111244.49128856018
statistical_baseline_n20,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,121818.0488878699,121818.0488878699,121818.0488878699
statistical_baseline_n20,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,123061.53419092075,123061.53419092075,123061.53419092075
statistical_baseline_n20,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,119906.67886309876,119906.67886309876,119906.67886309876
statistical_baseline_n20,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,121825.45125837518,121825.45125837518,121825.45125837518
statistical_baseline_n20,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,122082.30429435846,122082.30429435846,122082.30429435846
statistical_baseline_n20,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,120879.38779371034,120879.38779371034,120879.38779371034
statistical_baseline_n20,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,118782.51667412565,118782.51667412565,118782.51667412565
statistical_baseline_n20,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,113853.182685034,113853.182685034,113853.182685034
statistical_baseline_n20,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,121240.76152590482,121240.76152590482,121240.76152590482
statistical_baseline_n20,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,117059.85690567292,117059.85690567292,117059.85690567292
statistical_baseline_n20,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,111155.03415392546,111155.03415392546,111155.03415392546
statistical_baseline_n20,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,122645.79600652697,122645.79600652697,122645.79600652697
statistical_baseline_n20,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,115815.99274442554,115815.99274442554,115815.99274442554
statistical_baseline_n20,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,114371.31625252416,114371.31625252416,114371.31625252416
statistical_baseline_n20,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,122291.53174147393,122291.53174147393,122291.53174147393
statistical_baseline_n20,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,124066.2592910676,124066.2592910676,124066.2592910676
statistical_baseline_n20,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,129659.87840125842,129659.87840125842,129659.87840125842
statistical_baseline_n20,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,114865.57274102053,114865.57274102053,114865.57274102053
statistical_baseline_n30,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,122283.41932279826,122283.41932279826,122283.41932279826
statistical_baseline_n30,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,120536.05526606724,120536.05526606724,120536.05526606724
statistical_baseline_n30,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,112347.27415988107,112347.27415988107,112347.27415988107
statistical_baseline_n30,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,121047.7613806444,121047.7613806444,121047.7613806444
statistical_baseline_n30,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,121334.63577673683,121334.63577673683,121334.63577673683
statistical_baseline_n30,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,118210.20288240007,118210.20288240007,118210.20288240007
statistical_baseline_n30,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,116168.25924649683,116168.25924649683,116168.25924649683
statistical_baseline_n30,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,115759.37335695053,115759.37335695053,115759.37335695053
statistical_baseline_n30,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,114378.84244544951,114378.84244544951,114378.84244544951
statistical_baseline_n30,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,117066.27509648717,117066.27509648717,117066.27509648717
statistical_baseline_n30,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,120845.91977829754,120845.91977829754,120845.91977829754
statistical_baseline_n30,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,119592.12049811287,119592.12049811287,119592.12049811287
statistical_baseline_n30,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,121260.42870859092,121260.42870859092,121260.42870859092
statistical_baseline_n30,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,114625.8466838377,114625.8466838377,114625.8466838377
statistical_baseline_n30,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,120430.84270298667,120430.84270298667,120430.84270298667
statistical_baseline_n30,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,117125.78195159332,117125.78195159332,117125.78195159332
statistical_baseline_n30,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,119412.94261091594,119412.94261091594,119412.94261091594
statistical_baseline_n30,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,113243.59249850825,113243.59249850825,113243.59249850825
statistical_baseline_n30,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,118146.95707099672,118146.95707099672,118146.95707099672
statistical_baseline_n30,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,114479.84477032884,114479.84477032884,114479.84477032884
statistical_baseline_n30,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,119540.79054313968,119540.79054313968,119540.79054313968
statistical_baseline_n30,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,122126.58968124303,122126.58968124303,122126.58968124303
statistical_baseline_n30,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,119366.54949220315,119366.54949220315,119366.54949220315
statistical_baseline_n30,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,115099.96523633764,115099.96523633764,115099.96523633764
statistical_baseline_n30,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,121346.78209908586,121346.78209908586,121346.78209908586
statistical_baseline_nALL,single_5,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in Remote",gaussian,118243.68421052632,117758.07542993143,117758.07542993143,117758.07542993143
statistical_baseline_n5,single_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is not public",gaussian,118950.32753623188,113687.37166574631,113687.37166574631,113687.37166574631
statistical_baseline_n5,single_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is not public",gaussian,118950.32753623188,123549.16562137788,123549.16562137788,123549.16562137788
statistical_baseline_n5,single_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is not public",gaussian,118950.32753623188,111126.5398108335,111126.5398108335,111126.5398108335
statistical_baseline_n5,single_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is not public",gaussian,118950.32753623188,127998.69696784933,127998.69696784933,127998.69696784933
statistical_baseline_n5,single_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is not public",gaussian,118950.32753623188,153481.87971731072,153481.87971731072,153481.87971731072
statistical_baseline_n5,single_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is not public",gaussian,118950.32753623188,135621.23861541148,135621.23861541148,135621.23861541148
statistical_baseline_n5,single_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is not public",gaussian,118950.32753623188,109451.19554229327,109451.19554229327,109451.19554229327
statistical_baseline_n5,single_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is not public",gaussian,118950.32753623188,104327.01007358493,104327.01007358493,104327.01007358493
statistical_baseline_n5,single_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is not public",gaussian,118950.32753623188,120214.99607562616,120214.99607562616,120214.99607562616
