approach,variable,variable_name,fitted_distribution_type,ground_truth,mean,median,mode
statistical_baseline_n5,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,20.691999682153895,20.691999682153895,20.691999682153895
statistical_baseline_n5,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,5.549999998154861,5.549999998154861,5.549999998154861
statistical_baseline_n5,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,5.945999998528866,5.945999998528866,5.945999998528866
statistical_baseline_n5,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,45.28799865689131,45.28799865689131,45.28799865689131
statistical_baseline_n5,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,97.46593516121287,97.46593516121287,97.46593516121287
statistical_baseline_n5,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,15.73399990552343,15.73399990552343,15.73399990552343
statistical_baseline_n5,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,17.6179997007758,17.6179997007758,17.6179997007758
statistical_baseline_n5,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,10.489999960165399,10.489999960165399,10.489999960165399
statistical_baseline_n5,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,372.7799326065746,372.7799326065746,372.7799326065746
statistical_baseline_n5,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,12.77199997451582,12.77199997451582,12.77199997451582
statistical_baseline_n5,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,10.71999993552583,10.71999993552583,10.71999993552583
statistical_baseline_n5,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,3.2879999996205815,3.2879999996205815,3.2879999996205815
statistical_baseline_n5,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,4.133999998388921,4.133999998388921,4.133999998388921
statistical_baseline_n5,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,28.7299995371247,28.7299995371247,28.7299995371247
statistical_baseline_n10,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,49.83999776213271,49.83999776213271,49.83999776213271
statistical_baseline_n10,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,7.675999995011094,7.675999995011094,7.675999995011094
statistical_baseline_n10,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,58.5099932824984,58.5099932824984,58.5099932824984
statistical_baseline_n10,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,41.41299895334094,41.41299895334094,41.41299895334094
statistical_baseline_n10,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,42.13899929570052,42.13899929570052,42.13899929570052
statistical_baseline_n10,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,35.660997266953544,35.660997266953544,35.660997266953544
statistical_baseline_n10,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,19.708999756028415,19.708999756028415,19.708999756028415
statistical_baseline_n10,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,5.193999997917727,5.193999997917727,5.193999997917727
statistical_baseline_n10,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,2.338999999836668,2.338999999836668,2.338999999836668
statistical_baseline_n10,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,8.552999992924667,8.552999992924667,8.552999992924667
statistical_baseline_n10,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,56.746994409010114,56.746994409010114,56.746994409010114
statistical_baseline_n10,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,6.756999992718119,6.756999992718119,6.756999992718119
statistical_baseline_n10,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,4.064999998699995,4.064999998699995,4.064999998699995
statistical_baseline_n10,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,3.3039999995871487,3.3039999995871487,3.3039999995871487
statistical_baseline_n10,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,22.627999228970776,22.627999228970776,22.627999228970776
statistical_baseline_n10,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,39.316997612475056,39.316997612475056,39.316997612475056
statistical_baseline_n10,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,46.53099694242435,46.53099694242435,46.53099694242435
statistical_baseline_n10,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,128.41887366013,128.41887366013,128.41887366013
statistical_baseline_n10,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,28.80799937014135,28.80799937014135,28.80799937014135
statistical_baseline_n10,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,7.773999989809461,7.773999989809461,7.773999989809461
statistical_baseline_n10,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,10.201999992837312,10.201999992837312,10.201999992837312
statistical_baseline_n10,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,1774.0689628307773,1774.0689628307773,1774.0689628307773
statistical_baseline_n10,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,35.20499891011322,35.20499891011322,35.20499891011322
statistical_baseline_n10,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,23.397999558258547,23.397999558258547,23.397999558258547
statistical_baseline_n10,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,61.3599933403002,61.3599933403002,61.3599933403002
statistical_baseline_n20,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,30.754998832785052,30.754998832785052,30.754998832785052
statistical_baseline_n20,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,31.532999457770572,31.532999457770572,31.532999457770572
statistical_baseline_n20,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,12.61349997536944,12.61349997536944,12.61349997536944
statistical_baseline_n20,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,5.249999999056518,5.249999999056518,5.249999999056518
statistical_baseline_n20,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,12.203999983458464,12.203999983458464,12.203999983458464
statistical_baseline_n20,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,27.19749980650194,27.19749980650194,27.19749980650194
statistical_baseline_n20,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,15.603999962154898,15.603999962154898,15.603999962154898
statistical_baseline_n20,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,7.158999996801352,7.158999996801352,7.158999996801352
statistical_baseline_n20,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,57.221997936937996,57.221997936937996,57.221997936937996
statistical_baseline_n20,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,15.442999962060414,15.442999962060414,15.442999962060414
statistical_baseline_n20,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,28.938499759429668,28.938499759429668,28.938499759429668
statistical_baseline_n20,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,76.35147671018235,76.35147671018235,76.35147671018235
statistical_baseline_n20,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,22.779999910643156,22.779999910643156,22.779999910643156
statistical_baseline_n20,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,3.985999999651649,3.985999999651649,3.985999999651649
statistical_baseline_n20,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,16.706499934494044,16.706499934494044,16.706499934494044
statistical_baseline_n20,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,31.66499911926829,31.66499911926829,31.66499911926829
statistical_baseline_n20,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,31.890999658859553,31.890999658859553,31.890999658859553
statistical_baseline_n20,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,102.6869403954477,102.6869403954477,102.6869403954477
statistical_baseline_n20,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,26.309499398180446,26.309499398180446,26.309499398180446
statistical_baseline_n20,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,77.06498946575269,77.06498946575269,77.06498946575269
statistical_baseline_n20,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,25.17099928357723,25.17099928357723,25.17099928357723
statistical_baseline_n20,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,15.945999974156358,15.945999974156358,15.945999974156358
statistical_baseline_n20,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,26.420499259647357,26.420499259647357,26.420499259647357
statistical_baseline_n20,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,9.688999990075931,9.688999990075931,9.688999990075931
statistical_baseline_n20,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,22.74899986711313,22.74899986711313,22.74899986711313
statistical_baseline_n30,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,14.40933331162083,14.40933331162083,14.40933331162083
statistical_baseline_n30,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,23.39166649190729,23.39166649190729,23.39166649190729
statistical_baseline_n30,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,17.744666625443973,17.744666625443973,17.744666625443973
statistical_baseline_n30,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,39.06366497020891,39.06366497020891,39.06366497020891
statistical_baseline_n30,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,24.623666323862224,24.623666323862224,24.623666323862224
statistical_baseline_n30,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,17.764333189119455,17.764333189119455,17.764333189119455
statistical_baseline_n30,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,18.621333289046134,18.621333289046134,18.621333289046134
statistical_baseline_n30,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,6.608999998092418,6.608999998092418,6.608999998092418
statistical_baseline_n30,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,25.96366655571248,25.96366655571248,25.96366655571248
statistical_baseline_n30,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,36.14833219900733,36.14833219900733,36.14833219900733
statistical_baseline_n30,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,75.4616596735562,75.4616596735562,75.4616596735562
statistical_baseline_n30,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,20.34966658353636,20.34966658353636,20.34966658353636
statistical_baseline_n30,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,23.439333048463105,23.439333048463105,23.439333048463105
statistical_baseline_n30,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,89.26362793311789,89.26362793311789,89.26362793311789
statistical_baseline_n30,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,13.565999976416702,13.565999976416702,13.565999976416702
statistical_baseline_n30,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,20.735999940160102,20.735999940160102,20.735999940160102
statistical_baseline_n30,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,29.499332298253282,29.499332298253282,29.499332298253282
statistical_baseline_n30,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,20.13933322769636,20.13933322769636,20.13933322769636
statistical_baseline_n30,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,16.34533330742287,16.34533330742287,16.34533330742287
statistical_baseline_n30,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,14.837666644391541,14.837666644391541,14.837666644391541
statistical_baseline_n30,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,9.39866666063718,9.39866666063718,9.39866666063718
statistical_baseline_n30,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,61.734659562804254,61.734659562804254,61.734659562804254
statistical_baseline_n30,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,46.73966391892594,46.73966391892594,46.73966391892594
statistical_baseline_n30,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,21.624999894622157,21.624999894622157,21.624999894622157
statistical_baseline_n30,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,17.91333323014818,17.91333323014818,17.91333323014818
statistical_baseline_nALL,easy_2,The average total raised in millions USD for venture-backed companies that are headquartered in the United States.,gaussian,34.618962940105895,34.61896293309136,34.61896293309136,34.61896293309136
statistical_baseline_n5,easy_3,The average number of employees for venture-backed companies that are technology companies.,gaussian,70.71898529939047,54.39999728844302,54.39999728844302,54.39999728844302
statistical_baseline_n5,easy_3,The average number of employees for venture-backed companies that are technology companies.,gaussian,70.71898529939047,326.1992095765179,326.1992095765179,326.1992095765179
statistical_baseline_n5,easy_3,The average number of employees for venture-backed companies that are technology companies.,gaussian,70.71898529939047,54.99999846220004,54.99999846220004,54.99999846220004
statistical_baseline_n5,easy_3,The average number of employees for venture-backed companies that are technology companies.,gaussian,70.71898529939047,36.399999454407684,36.399999454407684,36.399999454407684
statistical_baseline_n5,easy_3,The average number of employees for venture-backed companies that are technology companies.,gaussian,70.71898529939047,10.59999999469152,10.59999999469152,10.59999999469152
statistical_baseline_n5,easy_3,The average number of employees for venture-backed companies that are technology companies.,gaussian,70.71898529939047,16.19999994681216,16.19999994681216,16.19999994681216
statistical_baseline_n5,easy_3,The average number of employees for venture-backed companies that are technology companies.,gaussian,70.71898529939047,21.599999906238722,21.599999906238722,21.599999906238722
statistical_baseline_n5,easy_3,The average number of employees for venture-backed companies that are technology companies.,gaussian,70.71898529939047,22.19999986157856,22.19999986157856,22.19999986157856
statistical_baseline_n5,easy_3,The average number of employees for venture-backed companies that are technology companies.,gaussian,70.71898529939047,220.19932694860216,220.19932694860216,220.19932694860216
statistical_baseline_n5,easy_3,The average number of employees for venture-backed companies that are technology companies.,gaussian,70.71898529939047,30.999999717776003,30.999999717776003,30.999999717776003
statistical_baseline_n5,easy_3,The average number of employees for venture-backed companies that are technology companies.,gaussian,70.71898529939047,17.399999940199677,17.399999940199677,17.399999940199677
statistical_baseline_n5,easy_3,The average number of employees for venture-backed companies that are technology companies.,gaussian,70.71898529939047,34.999998602800055,34.999998602800055,34.999998602800055
statistical_baseline_n5,easy_3,The average number of employees for venture-backed companies that are technology companies.,gaussian,70.71898529939047,24.399999731873283,24.399999731873283,24.399999731873283
statistical_baseline_n5,easy_3,The average number of employees for venture-backed companies that are technology companies.,gaussian,70.71898529939047,74.79998661654703,74.79998661654703,74.79998661654703
statistical_baseline_n5,easy_3,The average number of employees for venture-backed companies that are technology companies.,gaussian,70.71898529939047,41.19999855127621,41.19999855127621,41.19999855127621
statistical_baseline_n5,easy_3,The average number of employees for venture-backed companies that are technology companies.,gaussian,70.71898529939047,22.599999754545923,22.599999754545923,22.599999754545923
statistical_baseline_n5,easy_3,The average number of employees for venture-backed companies that are technology companies.,gaussian,70.71898529939047,50.799997105456804,50.799997105456804,50.799997105456804
statistical_baseline_n5,easy_3,The average number of employees for venture-backed companies that are technology companies.,gaussian,70.71898529939047,78.99997636131108,78.99997636131108,78.99997636131108
statistical_baseline_n5,easy_3,The average number of employees for venture-backed companies that are technology companies.,gaussian,70.71898529939047,21.399999653388484,21.399999653388484,21.399999653388484
statistical_baseline_n5,easy_3,The average number of employees for venture-backed companies that are technology companies.,gaussian,70.71898529939047,138.1998096519847,138.1998096519847,138.1998096519847
statistical_baseline_n5,easy_3,The average number of employees for venture-backed companies that are technology companies.,gaussian,70.71898529939047,27.39999945756769,27.39999945756769,27.39999945756769
statistical_baseline_n5,easy_3,The average number of employees for venture-backed companies that are technology companies.,gaussian,70.71898529939047,81.19999373824623,81.19999373824623,81.19999373824623
statistical_baseline_n5,easy_3,The average number of employees for venture-backed companies that are technology companies.,gaussian,70.71898529939047,48.799997877239136,48.799997877239136,48.799997877239136
statistical_baseline_n5,easy_3,The average number of employees for venture-backed companies that are technology companies.,gaussian,70.71898529939047,52.99999453633656,52.99999453633656,52.99999453633656
statistical_baseline_n5,easy_3,The average number of employees for venture-backed companies that are technology companies.,gaussian,70.71898529939047,12.59999996919552,12.59999996919552,12.59999996919552
statistical_baseline_n10,easy_3,The average number of employees for venture-backed companies that are technology companies.,gaussian,70.71898529939047,27.59999983328496,27.59999983328496,27.59999983328496
statistical_baseline_n10,easy_3,The average number of employees for venture-backed companies that are technology companies.,gaussian,70.71898529939047,23.999999686944005,23.999999686944005,23.999999686944005
statistical_baseline_n10,easy_3,The average number of employees for venture-backed companies that are technology companies.,gaussian,70.71898529939047,99.09993771480715,99.09993771480715,99.09993771480715
statistical_baseline_n10,easy_3,The average number of employees for venture-backed companies that are technology companies.,gaussian,70.71898529939047,96.19995367206478,96.19995367206478,96.19995367206478
statistical_baseline_n10,easy_3,The average number of employees for venture-backed companies that are technology companies.,gaussian,70.71898529939047,17.69999995390743,17.69999995390743,17.69999995390743
statistical_baseline_n10,easy_3,The average number of employees for venture-backed companies that are technology companies.,gaussian,70.71898529939047,12.29999998887957,12.29999998887957,12.29999998887957
statistical_baseline_n10,easy_3,The average number of employees for venture-backed companies that are technology companies.,gaussian,70.71898529939047,34.59999951378696,34.59999951378696,34.59999951378696
statistical_baseline_n10,easy_3,The average number of employees for venture-backed companies that are technology companies.,gaussian,70.71898529939047,35.29999851541973,35.29999851541973,35.29999851541973
statistical_baseline_n10,easy_3,The average number of employees for venture-backed companies that are technology companies.,gaussian,70.71898529939047,59.19999582867357,59.19999582867357,59.19999582867357
statistical_baseline_n10,easy_3,The average number of employees for venture-backed companies that are technology companies.,gaussian,70.71898529939047,120.09989660108694,120.09989660108694,120.09989660108694
statistical_baseline_n10,easy_3,The average number of employees for venture-backed companies that are technology companies.,gaussian,70.71898529939047,12.09999998972831,12.09999998972831,12.09999998972831
statistical_baseline_n10,easy_3,The average number of employees for venture-backed companies that are technology companies.,gaussian,70.71898529939047,98.19998375501237,98.19998375501237,98.19998375501237
statistical_baseline_n10,easy_3,The average number of employees for venture-backed companies that are technology companies.,gaussian,70.71898529939047,53.699990798393806,53.699990798393806,53.699990798393806
statistical_baseline_n10,easy_3,The average number of employees for venture-backed companies that are technology companies.,gaussian,70.71898529939047,31.79999951830633,31.79999951830633,31.79999951830633
statistical_baseline_n10,easy_3,The average number of employees for venture-backed companies that are technology companies.,gaussian,70.71898529939047,33.399999720228244,33.399999720228244,33.399999720228244
statistical_baseline_n10,easy_3,The average number of employees for venture-backed companies that are technology companies.,gaussian,70.71898529939047,50.69999656659117,50.69999656659117,50.69999656659117
statistical_baseline_n10,easy_3,The average number of employees for venture-backed companies that are technology companies.,gaussian,70.71898529939047,36.1999992658061,36.1999992658061,36.1999992658061
statistical_baseline_n10,easy_3,The average number of employees for venture-backed companies that are technology companies.,gaussian,70.71898529939047,31.599999779798562,31.599999779798562,31.599999779798562
statistical_baseline_n10,easy_3,The average number of employees for venture-backed companies that are technology companies.,gaussian,70.71898529939047,47.59999853152101,47.59999853152101,47.59999853152101
statistical_baseline_n10,easy_3,The average number of employees for venture-backed companies that are technology companies.,gaussian,70.71898529939047,34.49999964449476,34.49999964449476,34.49999964449476
statistical_baseline_n10,easy_3,The average number of employees for venture-backed companies that are technology companies.,gaussian,70.71898529939047,19.99999992636,19.99999992636,19.99999992636
statistical_baseline_n10,easy_3,The average number of employees for venture-backed companies that are technology companies.,gaussian,70.71898529939047,31.199999717402886,31.199999717402886,31.199999717402886
statistical_baseline_n10,easy_3,The average number of employees for venture-backed companies that are technology companies.,gaussian,70.71898529939047,31.69999895605246,31.69999895605246,31.69999895605246
statistical_baseline_n10,easy_3,The average number of employees for venture-backed companies that are technology companies.,gaussian,70.71898529939047,30.19999961556608,30.19999961556608,30.19999961556608
statistical_baseline_n10,easy_3,The average number of employees for venture-backed companies that are technology companies.,gaussian,70.71898529939047,36.49999948496676,36.49999948496676,36.49999948496676
statistical_baseline_n20,easy_3,The average number of employees for venture-backed companies that are technology companies.,gaussian,70.71898529939047,41.59999843547814,41.59999843547814,41.59999843547814
statistical_baseline_n20,easy_3,The average number of employees for venture-backed companies that are technology companies.,gaussian,70.71898529939047,57.69999437150691,57.69999437150691,57.69999437150691
statistical_baseline_n20,easy_3,The average number of employees for venture-backed companies that are technology companies.,gaussian,70.71898529939047,29.399999886260222,29.399999886260222,29.399999886260222
statistical_baseline_n20,easy_3,The average number of employees for venture-backed companies that are technology companies.,gaussian,70.71898529939047,159.34981822485994,159.34981822485994,159.34981822485994
statistical_baseline_n20,easy_3,The average number of employees for venture-backed companies that are technology companies.,gaussian,70.71898529939047,78.74999238141565,78.74999238141565,78.74999238141565
statistical_baseline_n20,easy_3,The average number of employees for venture-backed companies that are technology companies.,gaussian,70.71898529939047,53.39999903956363,53.39999903956363,53.39999903956363
statistical_baseline_n20,easy_3,The average number of employees for venture-backed companies that are technology companies.,gaussian,70.71898529939047,38.849999641991914,38.849999641991914,38.849999641991914
statistical_baseline_n20,easy_3,The average number of employees for venture-backed companies that are technology companies.,gaussian,70.71898529939047,55.59999857320952,55.59999857320952,55.59999857320952
statistical_baseline_n20,easy_3,The average number of employees for venture-backed companies that are technology companies.,gaussian,70.71898529939047,413.1469831740241,413.1469831740241,413.1469831740241
statistical_baseline_n20,easy_3,The average number of employees for venture-backed companies that are technology companies.,gaussian,70.71898529939047,54.399996667662926,54.399996667662926,54.399996667662926
statistical_baseline_n20,easy_3,The average number of employees for venture-backed companies that are technology companies.,gaussian,70.71898529939047,39.299999285602645,39.299999285602645,39.299999285602645
statistical_baseline_n20,easy_3,The average number of employees for venture-backed companies that are technology companies.,gaussian,70.71898529939047,31.049999849431178,31.049999849431178,31.049999849431178
statistical_baseline_n20,easy_3,The average number of employees for venture-backed companies that are technology companies.,gaussian,70.71898529939047,22.949999925326726,22.949999925326726,22.949999925326726
statistical_baseline_n20,easy_3,The average number of employees for venture-backed companies that are technology companies.,gaussian,70.71898529939047,42.84999944043739,42.84999944043739,42.84999944043739
statistical_baseline_n20,easy_3,The average number of employees for venture-backed companies that are technology companies.,gaussian,70.71898529939047,38.99999921489101,38.99999921489101,38.99999921489101
statistical_baseline_n20,easy_3,The average number of employees for venture-backed companies that are technology companies.,gaussian,70.71898529939047,43.84999878951476,43.84999878951476,43.84999878951476
statistical_baseline_n20,easy_3,The average number of employees for venture-backed companies that are technology companies.,gaussian,70.71898529939047,49.14999765094283,49.14999765094283,49.14999765094283
statistical_baseline_n20,easy_3,The average number of employees for venture-backed companies that are technology companies.,gaussian,70.71898529939047,753.1651803017,753.1651803017,753.1651803017
statistical_baseline_n20,easy_3,The average number of employees for venture-backed companies that are technology companies.,gaussian,70.71898529939047,79.49998242956976,79.49998242956976,79.49998242956976
statistical_baseline_n20,easy_3,The average number of employees for venture-backed companies that are technology companies.,gaussian,70.71898529939047,76.69998214903407,76.69998214903407,76.69998214903407
statistical_baseline_n20,easy_3,The average number of employees for venture-backed companies that are technology companies.,gaussian,70.71898529939047,114.19997153910593,114.19997153910593,114.19997153910593
statistical_baseline_n20,easy_3,The average number of employees for venture-backed companies that are technology companies.,gaussian,70.71898529939047,108.8499717911883,108.8499717911883,108.8499717911883
statistical_baseline_n20,easy_3,The average number of employees for venture-backed companies that are technology companies.,gaussian,70.71898529939047,32.199999875150944,32.199999875150944,32.199999875150944
statistical_baseline_n20,easy_3,The average number of employees for venture-backed companies that are technology companies.,gaussian,70.71898529939047,1545.9705553689573,1545.9705553689573,1545.9705553689573
statistical_baseline_n20,easy_3,The average number of employees for venture-backed companies that are technology companies.,gaussian,70.71898529939047,59.849996832759864,59.849996832759864,59.849996832759864
statistical_baseline_n30,easy_3,The average number of employees for venture-backed companies that are technology companies.,gaussian,70.71898529939047,37.2999998036267,37.2999998036267,37.2999998036267
statistical_baseline_n30,easy_3,The average number of employees for venture-backed companies that are technology companies.,gaussian,70.71898529939047,64.19999890297325,64.19999890297325,64.19999890297325
statistical_baseline_n30,easy_3,The average number of employees for venture-backed companies that are technology companies.,gaussian,70.71898529939047,79.09999139203396,79.09999139203396,79.09999139203396
statistical_baseline_n30,easy_3,The average number of employees for venture-backed companies that are technology companies.,gaussian,70.71898529939047,74.13333146107574,74.13333146107574,74.13333146107574
statistical_baseline_n30,easy_3,The average number of employees for venture-backed companies that are technology companies.,gaussian,70.71898529939047,58.59999766845455,58.59999766845455,58.59999766845455
statistical_baseline_n30,easy_3,The average number of employees for venture-backed companies that are technology companies.,gaussian,70.71898529939047,97.26663529876183,97.26663529876183,97.26663529876183
statistical_baseline_n30,easy_3,The average number of employees for venture-backed companies that are technology companies.,gaussian,70.71898529939047,26.433333059368383,26.433333059368383,26.433333059368383
statistical_baseline_n30,easy_3,The average number of employees for venture-backed companies that are technology companies.,gaussian,70.71898529939047,57.89999877447125,57.89999877447125,57.89999877447125
statistical_baseline_n30,easy_3,The average number of employees for venture-backed companies that are technology companies.,gaussian,70.71898529939047,36.99999962086512,36.99999962086512,36.99999962086512
statistical_baseline_n30,easy_3,The average number of employees for venture-backed companies that are technology companies.,gaussian,70.71898529939047,62.56666108776874,62.56666108776874,62.56666108776874
statistical_baseline_n30,easy_3,The average number of employees for venture-backed companies that are technology companies.,gaussian,70.71898529939047,204.2994585437762,204.2994585437762,204.2994585437762
